,gene,pvalue,chromosome
25623,id7005694,0.000248984961645346,ch-7
25624,id7005695,0.7344258435006321,ch-7
25625,id7005698,0.991948892560226,ch-7
25626,id7005702,9.666211716167649e-09,ch-7
25627,id7005706,3.243697453170426e-07,ch-7
25628,id7005710,9.45369034113527e-06,ch-7
25629,id7005716,1.9225893318686503e-05,ch-7
25630,id7005724,2.1251054693614462e-17,ch-7
25631,wd7003244,1.754670386015639e-11,ch-7
25632,wd7003257,1.1967510787749159e-14,ch-7
25633,id7005725,0.6223915557288443,ch-7
25634,id7005736,0.1515069143459909,ch-7
25635,id7005737,8.89740031834126e-12,ch-7
25636,id7005739,0.15464432657942032,ch-7
25637,id7005744,0.07326930916347973,ch-7
25638,id7005746,2.6946220924972194e-10,ch-7
25639,id7005747,2.115251836899673e-09,ch-7
25640,ud7002126,1.4525457347694023e-08,ch-7
25641,ud7002127,0.0719544620201934,ch-7
25642,id7005748,1.4503775903013592e-09,ch-7
25643,id7005751,8.292486433089724e-12,ch-7
25644,id7005753,5.785720786747321e-13,ch-7
25645,id7005756,0.002269307109865527,ch-7
25646,id7005764,0.0016375078734029546,ch-7
25647,id7005766,0.519394566637116,ch-7
25648,id7005775,1.983014477190374e-13,ch-7
25649,id7005776,8.260314272148091e-09,ch-7
25650,id7005777,6.134915590784197e-13,ch-7
25651,id7005779,1.872817981387866e-09,ch-7
25652,id7005782,2.7338398330463073e-09,ch-7
25653,id7005792,6.3614685686566e-10,ch-7
25654,id7005797,1.147289890614293e-09,ch-7
25655,id7005801,0.001842679281218199,ch-7
25656,id7005807,2.9398319059331435e-13,ch-7
25657,id7005810,0.00024030279813267246,ch-7
25658,id7005818,0.002963028568356772,ch-7
25659,id7005835,7.465238205920633e-11,ch-7
25660,id7005839,0.00014813500532851313,ch-7
25661,id7005844,0.0025787211468995042,ch-7
25662,id7005847,3.076893045013609e-15,ch-7
25663,id7005848,9.87746127014301e-16,ch-7
25664,id7005857,2.849979910348231e-05,ch-7
25665,id7005865,3.2882291694299006e-05,ch-7
25666,id7005868,2.864810629596366e-15,ch-7
25667,id7005869,7.662219626881464e-09,ch-7
25668,id7005878,2.319726476788545e-16,ch-7
25669,id7005882,2.924968850649899e-09,ch-7
25670,ud7002147,3.5247869870596836e-13,ch-7
25671,ud7002149,1.5925804216263697e-13,ch-7
25672,id7005883,1.2472503464144259e-12,ch-7
25673,id7005887,7.209997094594358e-13,ch-7
25674,id7005895,1.2597691873787114e-08,ch-7
25675,id7005900,0.4277339292674166,ch-7
25676,id7005905,0.00889213627560919,ch-7
25677,id7005912,1.823984430334097e-15,ch-7
25678,id7005914,3.314904764120298e-11,ch-7
25679,id7005922,0.9562338300333689,ch-7
25680,id7005923,7.2358550931279675e-16,ch-7
25681,id7005926,0.008160316033887073,ch-7
25682,id7005927,3.7703559260572064e-16,ch-7
25683,id7005934,0.981339828548978,ch-7
25684,id7005935,1.0993281731359799e-12,ch-7
25685,id7005944,4.6167922326157055e-12,ch-7
25686,id7005946,2.9364888867485507e-12,ch-7
25687,id7005947,0.107666263447111,ch-7
25688,id7005957,2.8088130995114807e-15,ch-7
25689,id7005959,1.0613331498939624e-11,ch-7
25690,id7005960,2.323531129222836e-15,ch-7
25691,id7005963,0.4280190195232375,ch-7
25692,id7005966,6.159464613059235e-13,ch-7
25693,id7005976,4.063940694976979e-15,ch-7
25694,id7005984,4.560896471333737e-16,ch-7
25695,id7005985,1.4793528996978822e-15,ch-7
25696,id7005990,1.328765411967051e-15,ch-7
25697,id7006000,2.0633028752121575e-08,ch-7
25698,id7006001,3.474901357554092e-12,ch-7
25699,id7006013,0.5213028291104251,ch-7
25700,id7006016,1.5502467278113794e-11,ch-7
25701,id7006017,6.5961732147663335e-12,ch-7
25702,id7006018,1.5502467278113794e-11,ch-7
25703,id7006020,4.109916324058112e-10,ch-7
25704,id7006023,9.115290665923345e-08,ch-7
25705,id7006027,7.633270337996426e-16,ch-7
25706,id7006033,8.333638599966794e-13,ch-7
25707,id7006035,3.4469968075857853e-13,ch-7
25708,id7006038,9.628960260730257e-08,ch-7
25709,id7006058,0.006968575602517878,ch-7
25710,id7006059,5.996504149541632e-08,ch-7
25711,id7006061,7.826411311505965e-13,ch-7
25712,ud7002156,2.567779092314381e-07,ch-7
25713,id7006066,1.1301442648299443e-13,ch-7
25714,id7006069,1.9240316574521406e-09,ch-7
25715,id7006074,4.4219384314439154e-08,ch-7
25716,id7006080,1.69514982402321e-11,ch-7
25717,id7006088,5.384652631794573e-11,ch-7
25718,id7006090,6.003973453359966e-20,ch-7
25719,id7006092,3.786568385650169e-07,ch-7
25720,id7006093,0.0009918984666362205,ch-7
25721,id7006095,0.07218689479452949,ch-7
25722,id7006097,3.95719275780475e-20,ch-7
25723,id7006098,1.3272527017801674e-12,ch-7
25724,id7006100,0.0009294314911759095,ch-7
25725,id7006102,2.169299546904337e-07,ch-7
25726,id7006105,0.0011579571942918628,ch-7
25727,id7006106,3.2340982849984157e-10,ch-7
25728,id7006107,3.95719275780475e-20,ch-7
25729,id7006112,0.00317483410943017,ch-7
25730,id7006119,4.073935001572013e-12,ch-7
25731,id7006127,0.010704643980080092,ch-7
25732,id7006133,7.338311471033213e-20,ch-7
25733,id7006137,1.547725169279625e-07,ch-7
25734,id7006141,0.02686355167006827,ch-7
25735,id7006156,6.155615692309363e-13,ch-7
25736,id7006159,1.8923723826291255e-20,ch-7
25737,id7006164,0.018029350761978435,ch-7
25738,id7006168,0.020069117482919917,ch-7
25739,id7006171,1.3297390125565522e-12,ch-7
25740,id7006176,2.0737531707125815e-12,ch-7
25741,id7006178,3.0691931570432156e-20,ch-7
25742,id7006185,2.3563797381696874e-13,ch-7
25743,ud7002163,0.02056693956053843,ch-7
25744,id7006189,8.309774214026532e-08,ch-7
25745,id8000002,1.1748445970492716e-14,ch-8
25746,id8000005,3.5662819278566197e-12,ch-8
25747,id8000007,0.003268907255313084,ch-8
25748,id8000010,1.7548711168545535e-15,ch-8
25749,id8000011,1.0223726529997475e-06,ch-8
25750,id8000014,2.45315967538019e-12,ch-8
25751,id8000019,6.810255199477679e-24,ch-8
25752,id8000022,1.4531561098267169e-12,ch-8
25753,id8000029,2.217293944866583e-16,ch-8
25754,id8000030,3.280537041005377e-06,ch-8
25755,id8000032,8.662160778846641e-07,ch-8
25756,id8000037,1.1294533446445909e-12,ch-8
25757,id8000039,0.00038336153519631465,ch-8
25758,id8000040,0.0002858511616358611,ch-8
25759,id8000043,1.4173748069735638e-18,ch-8
25760,wd8000014,7.419013658035052e-24,ch-8
25761,wd8000030,7.20500583082901e-17,ch-8
25762,id8000051,1.2927535607539803e-06,ch-8
25763,ud8000009,1.1996607440048209e-22,ch-8
25764,ud8000012,3.712738120958786e-12,ch-8
25765,id8000055,0.002683100126787071,ch-8
25766,id8000062,0.005929801785811688,ch-8
25767,id8000063,8.709944622801932e-24,ch-8
25768,id8000065,3.371770139087178e-13,ch-8
25769,id8000075,3.8784100936263565e-26,ch-8
25770,id8000086,0.000483974758368747,ch-8
25771,id8000095,0.0012421884337011717,ch-8
25772,id8000096,3.722176653842565e-25,ch-8
25773,id8000098,0.0003720847747485493,ch-8
25774,ud8000015,4.4015929348776574e-10,ch-8
25775,id8000099,5.06260302105932e-09,ch-8
25776,id8000100,0.020622197696155097,ch-8
25777,id8000103,2.738506107195852e-17,ch-8
25778,id8000107,0.00029508895573965174,ch-8
25779,id8000111,1.3403527537816905e-25,ch-8
25780,id8000117,3.1823226795612787e-12,ch-8
25781,id8000118,5.2740551137947805e-06,ch-8
25782,id8000119,0.00026173429916876237,ch-8
25783,id8000131,8.267778887260902e-13,ch-8
25784,id8000136,9.336890702075443e-06,ch-8
25785,id8000137,1.9511082111731602e-12,ch-8
25786,id8000138,0.0010777650140659878,ch-8
25787,id8000140,1.1348492078224165e-18,ch-8
25788,id8000141,0.0001926529495858289,ch-8
25789,id8000144,8.37535162078686e-05,ch-8
25790,id8000145,1.586806795759736e-08,ch-8
25791,id8000150,0.00150358686009058,ch-8
25792,ud8000029,2.2497752356015258e-12,ch-8
25793,id8000151,5.532230795454577e-12,ch-8
25794,id8000157,4.010642325987921e-12,ch-8
25795,id8000167,0.0004048652772465318,ch-8
25796,id8000168,0.0007337345703709672,ch-8
25797,id8000169,5.833755739560578e-11,ch-8
25798,id8000170,3.573909767453378e-05,ch-8
25799,id8000171,0.06409879148780744,ch-8
25800,id8000174,0.00018027718944474175,ch-8
25801,id8000176,3.89498966212426e-06,ch-8
25802,id8000178,0.08290336448692298,ch-8
25803,id8000182,0.011174666275867514,ch-8
25804,id8000185,9.901949191373386e-10,ch-8
25805,id8000192,5.607922993671907e-13,ch-8
25806,id8000194,1.0885218381131194e-07,ch-8
25807,id8000197,2.199282767973196e-14,ch-8
25808,id8000205,5.004256743698416e-08,ch-8
25809,id8000206,0.0007225912113069167,ch-8
25810,id8000211,6.248754429060708e-14,ch-8
25811,id8000219,0.007679405024335247,ch-8
25812,id8000227,0.02418226449828586,ch-8
25813,ud8000043,5.518396618234533e-12,ch-8
25814,id8000229,0.0014323677048201041,ch-8
25815,id8000230,0.0018622240428584314,ch-8
25816,id8000240,2.5574817218900575e-07,ch-8
25817,id8000242,2.4444028668251554e-15,ch-8
25818,id8000244,8.696123385645022e-234,ch-8
25819,id8000246,2.0365559786989588e-09,ch-8
25820,id8000251,2.6410867259278524e-08,ch-8
25821,id8000256,0.011489566616277086,ch-8
25822,id8000261,0.23354487681701794,ch-8
25823,id8000262,1.564260955545049e-07,ch-8
25824,id8000270,0.05801980237440209,ch-8
25825,id8000274,2.524514223920778e-06,ch-8
25826,id8000276,0.0004012694605237422,ch-8
25827,id8000279,0.0001790544557251211,ch-8
25828,id8000284,1.420073743498097e-06,ch-8
25829,id8000288,2.562441597076206e-10,ch-8
25830,id8000291,4.170487533639575e-08,ch-8
25831,id8000292,0.22291551321662878,ch-8
25832,id8000293,3.02004194181037e-08,ch-8
25833,id8000301,9.713582100484972e-06,ch-8
25834,id8000303,0.00015438279390768617,ch-8
25835,id8000304,0.001266343540466038,ch-8
25836,id8000308,1.693458887990402e-06,ch-8
25837,id8000310,8.585030877032964e-06,ch-8
25838,wd8000048,4.60512644353902e-06,ch-8
25839,id8000312,1.895492921371116e-06,ch-8
25840,id8000314,0.042430135295247945,ch-8
25841,id8000315,0.00019961093811173849,ch-8
25842,wd8000069,0.0006246422351868455,ch-8
25843,wd8000090,0.021128300116813548,ch-8
25844,wd8000096,0.0023692430998313112,ch-8
25845,ud8000057,0.003438932232268054,ch-8
25846,id8000316,0.00141304010177635,ch-8
25847,id8000317,0.001479534238130561,ch-8
25848,ud8000062,0.0054530453499374645,ch-8
25849,ud8000071,0.023364240939168657,ch-8
25850,ud8000087,0.18296988563072814,ch-8
25851,id8000325,0.03248551035580148,ch-8
25852,id8000329,0.013417970783955088,ch-8
25853,id8000330,3.9643689134832015e-15,ch-8
25854,id8000334,1.3409771180843998e-06,ch-8
25855,id8000337,0.00041543787052316603,ch-8
25856,id8000347,4.4396525481898463e-07,ch-8
25857,ud8000103,1.7387422970628037e-06,ch-8
25858,ud8000107,4.1662205130228515e-06,ch-8
25859,id8000349,0.4255487322378959,ch-8
25860,ud8000110,2.461007614280191e-05,ch-8
25861,id8000370,0.5374499562686964,ch-8
25862,id8000373,0.0013235646953038218,ch-8
25863,id8000375,0.14033083002271146,ch-8
25864,id8000376,0.0022157852773919055,ch-8
25865,id8000378,0.03802049734902753,ch-8
25866,id8000382,3.5484655252127228e-06,ch-8
25867,id8000384,5.376766434471024e-10,ch-8
25868,wd8000098,7.902588140014477e-13,ch-8
25869,wd8000104,0.0003041289123143166,ch-8
25870,id8000387,0.00809448437958918,ch-8
25871,id8000393,3.2271687318232842e-06,ch-8
25872,id8000394,1.0157960592704177e-08,ch-8
25873,id8000397,0.0014245730883522259,ch-8
25874,id8000399,1.0037874876279245e-05,ch-8
25875,id8000401,0.0002066773174736417,ch-8
25876,id8000402,0.05453474764321337,ch-8
25877,id8000409,2.08184619763142e-08,ch-8
25878,ud8000128,2.5869867411543796e-05,ch-8
25879,ud8000139,6.269603397049605e-09,ch-8
25880,id8000413,1.1779214820757158e-09,ch-8
25881,id8000417,5.513170764369215e-05,ch-8
25882,id8000422,0.4583814010932029,ch-8
25883,id8000424,7.887904297753318e-10,ch-8
25884,id8000429,7.667057628301936e-07,ch-8
25885,id8000432,1.0075483780595554e-13,ch-8
25886,id8000436,1.761564978190314e-10,ch-8
25887,id8000442,0.6996120071434431,ch-8
25888,id8000453,3.530117318937432e-13,ch-8
25889,id8000458,0.0013959276828905234,ch-8
25890,id8000470,7.55291709031836e-13,ch-8
25891,id8000472,7.768667100388556e-12,ch-8
25892,id8000483,4.340093910792895e-12,ch-8
25893,id8000487,0.00034917227798271993,ch-8
25894,id8000500,1.789185349599522e-07,ch-8
25895,id8000511,6.193570258562375e-08,ch-8
25896,id8000514,4.1681759991810883e-13,ch-8
25897,id8000515,0.13697348256745762,ch-8
25898,id8000516,0.9548333837673326,ch-8
25899,id8000521,3.743955601229576e-13,ch-8
25900,id8000525,4.8082951116845285e-08,ch-8
25901,id8000536,0.0004212861976788279,ch-8
25902,id8000540,0.5634215329206366,ch-8
25903,id8000543,0.005812687318715292,ch-8
25904,id8000544,0.0001306003937669038,ch-8
25905,wd8000107,1.563203042202522e-09,ch-8
25906,id8000546,0.9311501606444204,ch-8
25907,wd8000118,1.8965837926924343e-10,ch-8
25908,wd8000125,0.05993912022133015,ch-8
25909,id8000549,9.289556504091289e-06,ch-8
25910,id8000553,0.9339466922389859,ch-8
25911,id8000555,5.884897020283665e-12,ch-8
25912,id8000558,8.613875915872615e-12,ch-8
25913,id8000566,5.884897020283665e-12,ch-8
25914,id8000571,0.15243572757022295,ch-8
25915,id8000575,5.876770553592739e-12,ch-8
25916,id8000581,7.473557700388143e-12,ch-8
25917,ud8000156,3.0651282463446617e-11,ch-8
25918,id8000595,0.1280621251679201,ch-8
25919,id8000598,0.898382859451774,ch-8
25920,id8000599,7.378656553510463e-10,ch-8
25921,id8000600,9.403228294160035e-06,ch-8
25922,id8000605,0.0022452619632169915,ch-8
25923,id8000606,1.575258195736279e-11,ch-8
25924,id8000610,0.0111026522394102,ch-8
25925,id8000611,0.09515584257973601,ch-8
25926,id8000612,9.253119754417939e-05,ch-8
25927,id8000617,0.8815900016208534,ch-8
25928,id8000628,0.0001952322034155451,ch-8
25929,id8000637,0.00031817045987068255,ch-8
25930,id8000642,2.7018704397479613e-05,ch-8
25931,id8000644,0.16103851596181293,ch-8
25932,id8000651,1.8121862405943084e-13,ch-8
25933,id8000653,1.5695241533119343e-167,ch-8
25934,id8000658,1.0639190797926475e-05,ch-8
25935,id8000660,1.6793548636267063e-11,ch-8
25936,id8000663,3.266584085544183e-13,ch-8
25937,id8000666,1.0078640555085121e-13,ch-8
25938,id8000693,4.651664157098171e-224,ch-8
25939,id8000695,6.168792336468563e-14,ch-8
25940,id8000699,9.166822211903978e-07,ch-8
25941,id8000700,0.018207161774184074,ch-8
25942,id8000702,0.7470654625221824,ch-8
25943,id8000705,7.061348426507024e-12,ch-8
25944,id8000707,1.150660758603471e-13,ch-8
25945,id8000711,7.792180128730091e-09,ch-8
25946,id8000715,9.734404414567287e-14,ch-8
25947,id8000716,2.8992002186560496e-10,ch-8
25948,ud8000166,8.960582071323318e-14,ch-8
25949,ud8000167,0.01794744737285996,ch-8
25950,id8000718,1.6923807092397122e-13,ch-8
25951,id8000719,0.00010401209080456228,ch-8
25952,id8000727,3.133317742011402e-09,ch-8
25953,id8000730,0.671981367095589,ch-8
25954,id8000733,1.883523241735276e-13,ch-8
25955,id8000734,5.053191875889732e-13,ch-8
25956,id8000735,0.08002764023102164,ch-8
25957,id8000740,0.1947015171678675,ch-8
25958,wd8000140,3.743997478581682e-204,ch-8
25959,wd8000163,1.5679732086195526e-12,ch-8
25960,id8000742,0.5666797842291342,ch-8
25961,id8000748,3.038315792985308e-13,ch-8
25962,id8000751,2.612501529976845e-13,ch-8
25963,id8000754,2.2281128828634632e-13,ch-8
25964,ud8000180,3.6899024335257435e-05,ch-8
25965,id8000762,4.320314256019408e-05,ch-8
25966,id8000763,2.7717166928581613e-05,ch-8
25967,id8000767,1.403668833092719e-05,ch-8
25968,id8000773,0.0006953210407821494,ch-8
25969,id8000777,0.00022802441642869004,ch-8
25970,id8000784,0.0004203063351122328,ch-8
25971,ud8000186,0.0001500753548657382,ch-8
25972,ud8000188,9.469410325640363e-06,ch-8
25973,wd8000181,5.748738178093253e-210,ch-8
25974,ud8000190,0.22427741619430266,ch-8
25975,id8000787,0.00013510149747739543,ch-8
25976,id8000788,0.00027797602236263945,ch-8
25977,wd8000188,0.0005768920556524556,ch-8
25978,ud8000192,0.00014500822713779034,ch-8
25979,id8000795,5.5150858234507806e-05,ch-8
25980,id8000798,6.84037454207067e-06,ch-8
25981,id8000806,0.0013245381773534992,ch-8
25982,id8000807,0.003125179194747765,ch-8
25983,id8000811,0.003281411564431863,ch-8
25984,wd8000213,4.878105373590893e-09,ch-8
25985,id8000825,2.169146021991299e-05,ch-8
25986,id8000826,1.3985761298586218e-11,ch-8
25987,id8000828,1.2577503981757655e-05,ch-8
25988,id8000831,0.06849590392644887,ch-8
25989,id8000833,1.792733173427662e-07,ch-8
25990,id8000839,6.020697739423934e-07,ch-8
25991,id8000845,0.2682739377454985,ch-8
25992,id8000855,4.700653776966024e-07,ch-8
25993,id8000856,4.76584379793196e-07,ch-8
25994,id8000876,0.09588624613914896,ch-8
25995,id8000877,8.249872061485714e-06,ch-8
25996,id8000881,0.04096320529804306,ch-8
25997,id8000885,2.0917060736966153e-05,ch-8
25998,id8000908,0.032678507206519145,ch-8
25999,id8000909,0.48406222450063663,ch-8
26000,id8000917,0.006973216729699285,ch-8
26001,id8000934,5.453352343057714e-06,ch-8
26002,id8000936,0.7058599965912161,ch-8
26003,id8000937,9.377288737408372e-07,ch-8
26004,id8000944,0.00934464160183224,ch-8
26005,id8000948,0.00041974924478680977,ch-8
26006,id8000952,1.4855119731131816e-09,ch-8
26007,id8000956,0.0034970961955500452,ch-8
26008,id8000957,1.0791956731507175e-08,ch-8
26009,id8000965,0.0005496501148162595,ch-8
26010,id8000972,0.32622007594666014,ch-8
26011,id8000975,0.5886211857504166,ch-8
26012,id8000978,0.4649258907791466,ch-8
26013,id8000984,0.0006897162242317818,ch-8
26014,id8000987,0.8252193100582838,ch-8
26015,id8000989,1.2688518301266807e-09,ch-8
26016,id8000993,0.0004029602241376964,ch-8
26017,id8000994,1.6165493288159954e-17,ch-8
26018,id8000999,3.821919822284245e-08,ch-8
26019,id8001012,8.566032367874782e-05,ch-8
26020,id8001015,9.123630092698178e-08,ch-8
26021,id8001023,3.5790355197884645e-207,ch-8
26022,id8001025,1.1653262300072445e-05,ch-8
26023,id8001029,2.098206806929945e-05,ch-8
26024,wd8000220,0.765261412322378,ch-8
26025,wd8000256,0.7424766760123855,ch-8
26026,id8001032,1.083132828525605e-05,ch-8
26027,id8001037,1.008244606704766e-15,ch-8
26028,id8001040,9.288881810215826e-17,ch-8
26029,id8001041,4.883021297417363e-09,ch-8
26030,id8001042,9.288881810215826e-17,ch-8
26031,id8001044,5.47183958583284e-17,ch-8
26032,id8001045,0.0005187555693511671,ch-8
26033,id8001047,5.75687976501595e-17,ch-8
26034,id8001059,8.393575197494289e-15,ch-8
26035,id8001060,0.7694157042431077,ch-8
26036,id8001064,3.2076465209074363e-06,ch-8
26037,id8001068,0.39360292543318265,ch-8
26038,id8001079,3.5260199221148695e-09,ch-8
26039,id8001080,1.637948443603762e-17,ch-8
26040,id8001087,5.847939343131713e-05,ch-8
26041,id8001088,2.0480765047727645e-06,ch-8
26042,id8001095,1.637948443603762e-17,ch-8
26043,id8001101,3.9663641790413915e-09,ch-8
26044,id8001105,5.023679568191373e-09,ch-8
26045,id8001117,2.774643200588354e-06,ch-8
26046,id8001120,0.7777737192012828,ch-8
26047,id8001126,4.614476766781913e-05,ch-8
26048,id8001128,4.0994441604756203e-16,ch-8
26049,id8001135,4.333137609336671e-05,ch-8
26050,id8001139,9.196072471666717e-06,ch-8
26051,id8001140,3.594280547157604e-17,ch-8
26052,id8001146,1.8717609374859066e-05,ch-8
26053,id8001155,6.166605151415538e-07,ch-8
26054,id8001157,1.4046594154020083e-18,ch-8
26055,id8001160,3.01061429708876e-08,ch-8
26056,ud8000238,1.443434561682741e-07,ch-8
26057,id8001165,3.264152982361112e-19,ch-8
26058,id8001168,0.004982342841324542,ch-8
26059,id8001169,7.782594017561959e-05,ch-8
26060,id8001171,5.784344380968396e-16,ch-8
26061,id8001174,1.3618192505702858e-10,ch-8
26062,id8001176,2.1862485395307255e-16,ch-8
26063,id8001179,1.0149082321862211e-07,ch-8
26064,id8001186,1.6464798600684804e-16,ch-8
26065,id8001190,0.0013249140903324834,ch-8
26066,id8001196,4.261463117030399e-11,ch-8
26067,id8001197,0.007392146326452771,ch-8
26068,id8001198,1.2928430658074512e-15,ch-8
26069,id8001199,1.5223852574577377e-11,ch-8
26070,id8001200,4.38961709235151e-05,ch-8
26071,id8001205,0.021446213240112682,ch-8
26072,id8001208,1.6464798600684804e-16,ch-8
26073,id8001212,0.002305947047398745,ch-8
26074,id8001217,3.735621900113213e-12,ch-8
26075,id8001219,2.7332888477702137e-16,ch-8
26076,id8001223,3.145913485705558e-08,ch-8
26077,id8001226,0.0021400750766730507,ch-8
26078,id8001237,5.0553797048118995e-12,ch-8
26079,id8001239,0.0021400750766730507,ch-8
26080,ud8000244,0.003449811348606851,ch-8
26081,id8001243,0.0006508204631762917,ch-8
26082,id8001244,0.0006209654377890851,ch-8
26083,id8001247,7.834757772016325e-15,ch-8
26084,id8001248,7.085374014411335e-189,ch-8
26085,id8001258,2.3388747311217032e-09,ch-8
26086,id8001262,2.957874394004849e-06,ch-8
26087,id8001270,2.832904652474541e-09,ch-8
26088,id8001271,0.000961980230703336,ch-8
26089,wd8000276,3.0193470144953887e-07,ch-8
26090,wd8000298,2.955975257307572e-07,ch-8
26091,id8001277,1.1226189899605211e-15,ch-8
26092,id8001281,2.0477840078369708e-16,ch-8
26093,id8001284,6.277767649918613e-13,ch-8
26094,id8001286,3.134069529882021e-09,ch-8
26095,id8001287,0.00012604531591359927,ch-8
26096,wd8000300,3.3974639982782175e-16,ch-8
26097,wd8000309,0.050702456326587694,ch-8
26098,wd8000350,5.3606398133025045e-12,ch-8
26099,wd8000376,2.9257692438174164e-06,ch-8
26100,wd8000386,3.883314188402374e-16,ch-8
26101,ud8000257,2.863608816168873e-13,ch-8
26102,id8001291,3.58281251008605e-12,ch-8
26103,id8001295,0.003797685136347419,ch-8
26104,id8001299,1.315096681228812e-18,ch-8
26105,id8001314,3.7044820169385576e-16,ch-8
26106,id8001318,9.28951275174097e-15,ch-8
26107,id8001319,5.973237138431326e-17,ch-8
26108,id8001326,9.923267956552317e-12,ch-8
26109,id8001330,4.872710784826794e-14,ch-8
26110,id8001333,3.7353939341448834e-07,ch-8
26111,id8001338,0.00018192521302367326,ch-8
26112,id8001343,3.398790998810407e-05,ch-8
26113,id8001345,0.0005753765088295786,ch-8
26114,id8001350,4.675182769639512e-12,ch-8
26115,id8001357,1.0949268844900176e-07,ch-8
26116,id8001361,1.3700705911038547e-07,ch-8
26117,id8001364,1.2057447497014154e-07,ch-8
26118,id8001372,0.04316696021754877,ch-8
26119,id8001377,7.474657665061683e-17,ch-8
26120,id8001380,6.966711003904093e-05,ch-8
26121,id8001381,9.007199085589446e-16,ch-8
26122,id8001383,7.048475464233544e-17,ch-8
26123,id8001387,9.665672318321783e-18,ch-8
26124,id8001393,1.3518555489168514e-228,ch-8
26125,id8001395,0.10084099063789505,ch-8
26126,id8001400,7.048475464233544e-17,ch-8
26127,id8001403,9.084917274386342e-06,ch-8
26128,wd8000402,0.00011008375351712105,ch-8
26129,wd8000411,4.592036168995566e-05,ch-8
26130,id8001407,7.780440755934918e-18,ch-8
26131,wd8000422,0.7709389379182336,ch-8
26132,id8001411,2.2130957712311532e-11,ch-8
26133,id8001415,2.472260867315626e-11,ch-8
26134,id8001417,1.2584354330179016e-16,ch-8
26135,id8001424,7.631795661577999e-05,ch-8
26136,id8001426,5.645404331106296e-18,ch-8
26137,ud8000279,1.3603246661622054e-14,ch-8
26138,ud8000281,3.4166507203524542e-18,ch-8
26139,id8001429,3.4166507203524542e-18,ch-8
26140,id8001431,4.003117659784991e-18,ch-8
26141,id8001433,1.3494303058980487e-17,ch-8
26142,id8001435,4.361547937032173e-15,ch-8
26143,wd8000428,6.1430066870847606e-06,ch-8
26144,id8001437,8.121058215383352e-17,ch-8
26145,id8001439,0.0007700522201642062,ch-8
26146,id8001440,2.0157393187897686e-14,ch-8
26147,id8001444,2.381261385525592e-17,ch-8
26148,id8001449,2.962193158235726e-18,ch-8
26149,id8001450,1.3340489798297492e-08,ch-8
26150,id8001452,1.0262927886752804e-18,ch-8
26151,id8001460,1.260061471709751e-17,ch-8
26152,id8001464,3.4166507203524542e-18,ch-8
26153,id8001465,0.0009259558145793896,ch-8
26154,id8001466,0.6587308610598139,ch-8
26155,id8001476,1.373459214893836e-07,ch-8
26156,id8001477,6.658127323555419e-09,ch-8
26157,id8001493,2.3371414552735806e-17,ch-8
26158,id8001502,1.2691810107928185e-19,ch-8
26159,id8001511,9.472946843929082e-10,ch-8
26160,id8001513,7.507729557246831e-18,ch-8
26161,id8001518,1.5984718193515928e-15,ch-8
26162,id8001525,0.001244415575673553,ch-8
26163,id8001530,0.00018814407810282342,ch-8
26164,id8001531,8.646058210187287e-13,ch-8
26165,ud8000284,0.00010982929841070374,ch-8
26166,ud8000289,3.962449482725078e-05,ch-8
26167,ud8000292,0.03949199875280403,ch-8
26168,id8001536,6.837931214231994e-06,ch-8
26169,id8001539,2.9101526498989325e-07,ch-8
26170,id8001541,2.1848219643961e-13,ch-8
26171,id8001543,3.72499232573361e-23,ch-8
26172,id8001548,1.0950211456872259e-05,ch-8
26173,id8001552,1.6261062802743063e-15,ch-8
26174,id8001554,2.425524644645261e-06,ch-8
26175,id8001556,8.814039899154852e-16,ch-8
26176,id8001557,2.2588189060937053e-08,ch-8
26177,id8001561,1.6452038961754448e-06,ch-8
26178,id8001566,6.3242790607036e-23,ch-8
26179,wd8000458,9.194143905722108e-24,ch-8
26180,wd8000478,1.581822864460651e-16,ch-8
26181,id8001572,2.720006183298672e-10,ch-8
26182,id8001575,4.80541850482202e-13,ch-8
26183,id8001577,0.11531738687022738,ch-8
26184,id8001580,4.383234861508936e-08,ch-8
26185,ud8000297,8.651727161475812e-13,ch-8
26186,id8001582,2.3138112398471297e-14,ch-8
26187,id8001583,6.675766233710742e-15,ch-8
26188,id8001584,3.374924573736434e-06,ch-8
26189,id8001587,0.1825542729694574,ch-8
26190,ud8000303,0.12958785697914108,ch-8
26191,id8001594,1.3196275010795467e-13,ch-8
26192,id8001596,0.00013858557336088878,ch-8
26193,id8001600,1.5401307558273372e-13,ch-8
26194,id8001604,0.003015452450227206,ch-8
26195,id8001606,6.390215789360766e-10,ch-8
26196,id8001612,1.0265040435476123e-08,ch-8
26197,id8001613,3.7806805565515673e-13,ch-8
26198,id8001616,7.643318755714713e-06,ch-8
26199,id8001622,9.685656413460257e-11,ch-8
26200,id8001625,8.274306664282757e-09,ch-8
26201,id8001632,4.961161823869053e-11,ch-8
26202,id8001635,4.058213952967402e-18,ch-8
26203,id8001636,1.8834731238952747e-21,ch-8
26204,ud8000331,5.265302191188497e-14,ch-8
26205,id8001641,6.810574036371045e-08,ch-8
26206,id8001642,2.949499494482132e-12,ch-8
26207,id8001647,0.23134851374732487,ch-8
26208,id8001657,8.130629895397815e-09,ch-8
26209,id8001664,0.001537650426617604,ch-8
